Position;TrackName;Artist;Streams;Date;Genre
3;Blinding Lights;The Weeknd;3509496;16.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3485286;16.01.21;['cali rap']
5;BICHOTA;KAROL G;3331567;16.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
6;positions;Ariana Grande;3086701;16.01.21;['pop', 'post-teen pop', 'dance pop']
7;Anyone;Justin Bieber;2885306;16.01.21;['canadian pop', 'post-teen pop', 'pop']
8;Good Days;SZA;2843982;16.01.21;['pop', 'r&b', 'pop rap']
9;Whoopty;CJ;2800027;16.01.21;['nyc rap']
10;WITHOUT YOU;The Kid LAROI;2756423;16.01.21;['australian hip hop']
11;LA NOCHE DE ANOCHE;Bad Bunny;2722497;16.01.21;['trap latino', 'reggaeton', 'latin']
12;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2675125;16.01.21;['trap', 'rap', 'pop rap']
13;Bandido;Myke Towers;2642060;16.01.21;['trap latino']
14;Dynamite;BTS;2550944;16.01.21;['k-pop boy group', 'k-pop']
15;Levitating (feat. DaBaby);Dua Lipa;2508534;16.01.21;['uk pop', 'pop', 'dance pop']
16;Save Your Tears;The Weeknd;2505324;16.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
17;Hecha Pa' Mi;Boza;2494283;16.01.21;['reggaeton']
18;34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix;Ariana Grande;2453918;16.01.21;['pop', 'post-teen pop', 'dance pop']
19;34+35;Ariana Grande;2420801;16.01.21;['pop', 'post-teen pop', 'dance pop']
20;Therefore I Am;Billie Eilish;2283898;16.01.21;['pop', 'electropop']
1;drivers license;Olivia Rodrigo;10936609;17.01.21;['pop']
2;DÁKITI;Bad Bunny;4094939;17.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3077933;17.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3068995;17.01.21;['cali rap']
5;BICHOTA;KAROL G;2941288;17.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
6;positions;Ariana Grande;2753860;17.01.21;['pop', 'post-teen pop', 'dance pop']
7;Good Days;SZA;2620826;17.01.21;['pop', 'r&b', 'pop rap']
8;Anyone;Justin Bieber;2525113;17.01.21;['canadian pop', 'post-teen pop', 'pop']
9;WITHOUT YOU;The Kid LAROI;2510068;17.01.21;['australian hip hop']
10;Whoopty;CJ;2440237;17.01.21;['nyc rap']
11;LA NOCHE DE ANOCHE;Bad Bunny;2388286;17.01.21;['trap latino', 'reggaeton', 'latin']
12;Dynamite;BTS;2357586;17.01.21;['k-pop boy group', 'k-pop']
13;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2336575;17.01.21;['trap', 'rap', 'pop rap']
14;Bandido;Myke Towers;2322765;17.01.21;['trap latino']
15;Save Your Tears;The Weeknd;2240051;17.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
16;Levitating (feat. DaBaby);Dua Lipa;2199700;17.01.21;['uk pop', 'pop', 'dance pop']
17;Hecha Pa' Mi;Boza;2152420;17.01.21;['reggaeton']
18;34+35;Ariana Grande;2119848;17.01.21;['pop', 'post-teen pop', 'dance pop']
19;Therefore I Am;Billie Eilish;2034469;17.01.21;['pop', 'electropop']
20;you broke me first;Tate McRae;1958676;17.01.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
1;drivers license;Olivia Rodrigo;11486394;18.01.21;['pop']
2;DÁKITI;Bad Bunny;4174052;18.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3238863;18.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3237533;18.01.21;['cali rap']
5;positions;Ariana Grande;2964885;18.01.21;['pop', 'post-teen pop', 'dance pop']
6;BICHOTA;KAROL G;2920742;18.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
7;Good Days;SZA;2860821;18.01.21;['pop', 'r&b', 'pop rap']
8;WITHOUT YOU;The Kid LAROI;2799740;18.01.21;['australian hip hop']
9;Anyone;Justin Bieber;2795782;18.01.21;['canadian pop', 'post-teen pop', 'pop']
10;Whoopty;CJ;2665040;18.01.21;['nyc rap']
11;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2504924;18.01.21;['trap', 'rap', 'pop rap']
12;Bandido;Myke Towers;2491683;18.01.21;['trap latino']
13;Dynamite;BTS;2487523;18.01.21;['k-pop boy group', 'k-pop']
14;LA NOCHE DE ANOCHE;Bad Bunny;2484367;18.01.21;['trap latino', 'reggaeton', 'latin']
15;Save Your Tears;The Weeknd;2473426;18.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
16;Levitating (feat. DaBaby);Dua Lipa;2413333;18.01.21;['uk pop', 'pop', 'dance pop']
17;Hecha Pa' Mi;Boza;2313118;18.01.21;['reggaeton']
18;34+35;Ariana Grande;2215551;18.01.21;['pop', 'post-teen pop', 'dance pop']
19;Therefore I Am;Billie Eilish;2199257;18.01.21;['pop', 'electropop']
20;you broke me first;Tate McRae;2106643;18.01.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
1;drivers license;Olivia Rodrigo;11281037;19.01.21;['pop']
2;DÁKITI;Bad Bunny;4235210;19.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3245887;19.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3213644;19.01.21;['cali rap']
5;positions;Ariana Grande;2990442;19.01.21;['pop', 'post-teen pop', 'dance pop']
6;BICHOTA;KAROL G;2964565;19.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
7;Good Days;SZA;2925831;19.01.21;['pop', 'r&b', 'pop rap']
8;WITHOUT YOU;The Kid LAROI;2836037;19.01.21;['australian hip hop']
9;Anyone;Justin Bieber;2779169;19.01.21;['canadian pop', 'post-teen pop', 'pop']
10;Whoopty;CJ;2675116;19.01.21;['nyc rap']
11;Bandido;Myke Towers;2578241;19.01.21;['trap latino']
12;LA NOCHE DE ANOCHE;Bad Bunny;2522235;19.01.21;['trap latino', 'reggaeton', 'latin']
13;Save Your Tears;The Weeknd;2510151;19.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
14;Dynamite;BTS;2489846;19.01.21;['k-pop boy group', 'k-pop']
15;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2475182;19.01.21;['trap', 'rap', 'pop rap']
16;Levitating (feat. DaBaby);Dua Lipa;2432277;19.01.21;['uk pop', 'pop', 'dance pop']
17;Hecha Pa' Mi;Boza;2359305;19.01.21;['reggaeton']
18;Therefore I Am;Billie Eilish;2202726;19.01.21;['pop', 'electropop']
19;34+35;Ariana Grande;2182715;19.01.21;['pop', 'post-teen pop', 'dance pop']
20;you broke me first;Tate McRae;2128251;19.01.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
1;drivers license;Olivia Rodrigo;10865246;20.01.21;['pop']
2;DÁKITI;Bad Bunny;4175151;20.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3239268;20.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3221609;20.01.21;['cali rap']
5;positions;Ariana Grande;2966262;20.01.21;['pop', 'post-teen pop', 'dance pop']
6;Good Days;SZA;2929947;20.01.21;['pop', 'r&b', 'pop rap']
7;BICHOTA;KAROL G;2928268;20.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
8;WITHOUT YOU;The Kid LAROI;2820863;20.01.21;['australian hip hop']
9;Anyone;Justin Bieber;2709528;20.01.21;['canadian pop', 'post-teen pop', 'pop']
10;Whoopty;CJ;2675103;20.01.21;['nyc rap']
11;Bandido;Myke Towers;2572738;20.01.21;['trap latino']
12;Dynamite;BTS;2494636;20.01.21;['k-pop boy group', 'k-pop']
13;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2491030;20.01.21;['trap', 'rap', 'pop rap']
14;LA NOCHE DE ANOCHE;Bad Bunny;2484882;20.01.21;['trap latino', 'reggaeton', 'latin']
15;Save Your Tears;The Weeknd;2484288;20.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
16;Levitating (feat. DaBaby);Dua Lipa;2424989;20.01.21;['uk pop', 'pop', 'dance pop']
17;Hecha Pa' Mi;Boza;2326414;20.01.21;['reggaeton']
18;Therefore I Am;Billie Eilish;2175369;20.01.21;['pop', 'electropop']
19;The Business;Tiësto;2145198;20.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
20;you broke me first;Tate McRae;2139568;20.01.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
1;drivers license;Olivia Rodrigo;10370461;21.01.21;['pop']
2;DÁKITI;Bad Bunny;4219446;21.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3263091;21.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3218848;21.01.21;['cali rap']
5;Good Days;SZA;2994976;21.01.21;['pop', 'r&b', 'pop rap']
6;positions;Ariana Grande;2965254;21.01.21;['pop', 'post-teen pop', 'dance pop']
7;BICHOTA;KAROL G;2958557;21.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
8;WITHOUT YOU;The Kid LAROI;2814737;21.01.21;['australian hip hop']
9;Whoopty;CJ;2680798;21.01.21;['nyc rap']
10;Anyone;Justin Bieber;2659060;21.01.21;['canadian pop', 'post-teen pop', 'pop']
11;Bandido;Myke Towers;2611353;21.01.21;['trap latino']
12;Save Your Tears;The Weeknd;2550401;21.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
13;LA NOCHE DE ANOCHE;Bad Bunny;2507905;21.01.21;['trap latino', 'reggaeton', 'latin']
14;Levitating (feat. DaBaby);Dua Lipa;2494002;21.01.21;['uk pop', 'pop', 'dance pop']
15;Dynamite;BTS;2490438;21.01.21;['k-pop boy group', 'k-pop']
16;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2476421;21.01.21;['trap', 'rap', 'pop rap']
17;Hecha Pa' Mi;Boza;2358017;21.01.21;['reggaeton']
18;Therefore I Am;Billie Eilish;2221829;21.01.21;['pop', 'electropop']
19;The Business;Tiësto;2196916;21.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
20;you broke me first;Tate McRae;2149556;21.01.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
1;drivers license;Olivia Rodrigo;10558561;22.01.21;['pop']
2;DÁKITI;Bad Bunny;4459773;22.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3482305;22.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Lo Vas A Olvidar (with ROSALÍA);Billie Eilish;3445664;22.01.21;['pop', 'electropop']
5;Mood (feat. iann dior);24kGoldn;3390881;22.01.21;['cali rap']
6;BICHOTA;KAROL G;3159634;22.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
7;Good Days;SZA;3131896;22.01.21;['pop', 'r&b', 'pop rap']
8;positions;Ariana Grande;3051865;22.01.21;['pop', 'post-teen pop', 'dance pop']
9;WITHOUT YOU;The Kid LAROI;2951839;22.01.21;['australian hip hop']
10;Whoopty;CJ;2858978;22.01.21;['nyc rap']
11;Bandido;Myke Towers;2833594;22.01.21;['trap latino']
12;Save Your Tears;The Weeknd;2769784;22.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
13;Anyone;Justin Bieber;2724437;22.01.21;['canadian pop', 'post-teen pop', 'pop']
14;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2648200;22.01.21;['trap', 'rap', 'pop rap']
15;LA NOCHE DE ANOCHE;Bad Bunny;2579404;22.01.21;['trap latino', 'reggaeton', 'latin']
16;Levitating (feat. DaBaby);Dua Lipa;2525534;22.01.21;['uk pop', 'pop', 'dance pop']
17;Dynamite;BTS;2517428;22.01.21;['k-pop boy group', 'k-pop']
18;Hecha Pa' Mi;Boza;2498116;22.01.21;['reggaeton']
19;The Business;Tiësto;2451996;22.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
20;34+35;Ariana Grande;2447994;22.01.21;['pop', 'post-teen pop', 'dance pop']
1;drivers license;Olivia Rodrigo;9741210;23.01.21;['pop']
2;DÁKITI;Bad Bunny;4567185;23.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3509951;23.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3356382;23.01.21;['cali rap']
5;BICHOTA;KAROL G;3278738;23.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
6;Good Days;SZA;2980542;23.01.21;['pop', 'r&b', 'pop rap']
7;positions;Ariana Grande;2923031;23.01.21;['pop', 'post-teen pop', 'dance pop']
8;Bandido;Myke Towers;2903213;23.01.21;['trap latino']
9;Whoopty;CJ;2811167;23.01.21;['nyc rap']
10;WITHOUT YOU;The Kid LAROI;2772086;23.01.21;['australian hip hop']
11;Save Your Tears;The Weeknd;2721497;23.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
12;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2622195;23.01.21;['trap', 'rap', 'pop rap']
13;LA NOCHE DE ANOCHE;Bad Bunny;2584359;23.01.21;['trap latino', 'reggaeton', 'latin']
14;Anyone;Justin Bieber;2535328;23.01.21;['canadian pop', 'post-teen pop', 'pop']
15;Lo Vas A Olvidar (with ROSALÍA);Billie Eilish;2521997;23.01.21;['pop', 'electropop']
16;Hecha Pa' Mi;Boza;2501983;23.01.21;['reggaeton']
17;Dynamite;BTS;2461680;23.01.21;['k-pop boy group', 'k-pop']
18;Levitating (feat. DaBaby);Dua Lipa;2438968;23.01.21;['uk pop', 'pop', 'dance pop']
19;34+35;Ariana Grande;2410496;23.01.21;['pop', 'post-teen pop', 'dance pop']
20;The Business;Tiësto;2383825;23.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
1;drivers license;Olivia Rodrigo;8673168;24.01.21;['pop']
2;DÁKITI;Bad Bunny;3957021;24.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3014018;24.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;2906433;24.01.21;['cali rap']
5;BICHOTA;KAROL G;2892498;24.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
6;Good Days;SZA;2730014;24.01.21;['pop', 'r&b', 'pop rap']
7;positions;Ariana Grande;2574095;24.01.21;['pop', 'post-teen pop', 'dance pop']
8;Bandido;Myke Towers;2549767;24.01.21;['trap latino']
9;WITHOUT YOU;The Kid LAROI;2458875;24.01.21;['australian hip hop']
10;Save Your Tears;The Weeknd;2379705;24.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
11;Whoopty;CJ;2360816;24.01.21;['nyc rap']
12;Dynamite;BTS;2264465;24.01.21;['k-pop boy group', 'k-pop']
13;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2247107;24.01.21;['trap', 'rap', 'pop rap']
14;LA NOCHE DE ANOCHE;Bad Bunny;2240777;24.01.21;['trap latino', 'reggaeton', 'latin']
15;34+35;Ariana Grande;2164801;24.01.21;['pop', 'post-teen pop', 'dance pop']
16;Hecha Pa' Mi;Boza;2146502;24.01.21;['reggaeton']
17;Anyone;Justin Bieber;2141972;24.01.21;['canadian pop', 'post-teen pop', 'pop']
18;Lo Vas A Olvidar (with ROSALÍA);Billie Eilish;2076506;24.01.21;['pop', 'electropop']
19;Levitating (feat. DaBaby);Dua Lipa;2067437;24.01.21;['uk pop', 'pop', 'dance pop']
20;The Business;Tiësto;1919889;24.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
1;drivers license;Olivia Rodrigo;9330331;25.01.21;['pop']
2;DÁKITI;Bad Bunny;3915909;25.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3198012;25.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3015444;25.01.21;['cali rap']
5;Good Days;SZA;3003131;25.01.21;['pop', 'r&b', 'pop rap']
6;BICHOTA;KAROL G;2792726;25.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
7;positions;Ariana Grande;2764749;25.01.21;['pop', 'post-teen pop', 'dance pop']
8;WITHOUT YOU;The Kid LAROI;2732158;25.01.21;['australian hip hop']
9;Save Your Tears;The Weeknd;2679764;25.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
10;Bandido;Myke Towers;2615032;25.01.21;['trap latino']
11;Whoopty;CJ;2514447;25.01.21;['nyc rap']
12;Dynamite;BTS;2398680;25.01.21;['k-pop boy group', 'k-pop']
13;Anyone;Justin Bieber;2371714;25.01.21;['canadian pop', 'post-teen pop', 'pop']
14;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2343498;25.01.21;['trap', 'rap', 'pop rap']
15;34+35;Ariana Grande;2281313;25.01.21;['pop', 'post-teen pop', 'dance pop']
16;Levitating (feat. DaBaby);Dua Lipa;2279183;25.01.21;['uk pop', 'pop', 'dance pop']
17;LA NOCHE DE ANOCHE;Bad Bunny;2243034;25.01.21;['trap latino', 'reggaeton', 'latin']
18;Hecha Pa' Mi;Boza;2224554;25.01.21;['reggaeton']
19;Streets;Doja Cat;2131178;25.01.21;['pop', 'dance pop']
20;The Business;Tiësto;2128472;25.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
1;drivers license;Olivia Rodrigo;9015604;26.01.21;['pop']
2;DÁKITI;Bad Bunny;3918849;26.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3203465;26.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3038880;26.01.21;['cali rap']
5;Good Days;SZA;2992362;26.01.21;['pop', 'r&b', 'pop rap']
6;positions;Ariana Grande;2779904;26.01.21;['pop', 'post-teen pop', 'dance pop']
7;BICHOTA;KAROL G;2779184;26.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
8;WITHOUT YOU;The Kid LAROI;2748309;26.01.21;['australian hip hop']
9;Save Your Tears;The Weeknd;2737170;26.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
10;Bandido;Myke Towers;2637734;26.01.21;['trap latino']
11;Whoopty;CJ;2554815;26.01.21;['nyc rap']
12;Dynamite;BTS;2423882;26.01.21;['k-pop boy group', 'k-pop']
13;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2370676;26.01.21;['trap', 'rap', 'pop rap']
14;Anyone;Justin Bieber;2366200;26.01.21;['canadian pop', 'post-teen pop', 'pop']
15;Levitating (feat. DaBaby);Dua Lipa;2318600;26.01.21;['uk pop', 'pop', 'dance pop']
16;34+35;Ariana Grande;2275585;26.01.21;['pop', 'post-teen pop', 'dance pop']
17;Hecha Pa' Mi;Boza;2231979;26.01.21;['reggaeton']
18;LA NOCHE DE ANOCHE;Bad Bunny;2224006;26.01.21;['trap latino', 'reggaeton', 'latin']
19;Streets;Doja Cat;2193158;26.01.21;['pop', 'dance pop']
20;The Business;Tiësto;2141609;26.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
1;drivers license;Olivia Rodrigo;8805558;27.01.21;['pop']
2;DÁKITI;Bad Bunny;3948583;27.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3240589;27.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3070244;27.01.21;['cali rap']
5;Good Days;SZA;2990864;27.01.21;['pop', 'r&b', 'pop rap']
6;BICHOTA;KAROL G;2798381;27.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
7;positions;Ariana Grande;2788286;27.01.21;['pop', 'post-teen pop', 'dance pop']
8;Save Your Tears;The Weeknd;2768831;27.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
9;WITHOUT YOU;The Kid LAROI;2749016;27.01.21;['australian hip hop']
10;Bandido;Myke Towers;2672625;27.01.21;['trap latino']
11;Whoopty;CJ;2575647;27.01.21;['nyc rap']
12;Dynamite;BTS;2407953;27.01.21;['k-pop boy group', 'k-pop']
13;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2398444;27.01.21;['trap', 'rap', 'pop rap']
14;Anyone;Justin Bieber;2355661;27.01.21;['canadian pop', 'post-teen pop', 'pop']
15;Streets;Doja Cat;2337627;27.01.21;['pop', 'dance pop']
16;Levitating (feat. DaBaby);Dua Lipa;2326203;27.01.21;['uk pop', 'pop', 'dance pop']
17;34+35;Ariana Grande;2253899;27.01.21;['pop', 'post-teen pop', 'dance pop']
18;Hecha Pa' Mi;Boza;2252847;27.01.21;['reggaeton']
19;LA NOCHE DE ANOCHE;Bad Bunny;2233662;27.01.21;['trap latino', 'reggaeton', 'latin']
20;The Business;Tiësto;2156234;27.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
1;drivers license;Olivia Rodrigo;8556643;28.01.21;['pop']
2;DÁKITI;Bad Bunny;3929540;28.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3237150;28.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3031688;28.01.21;['cali rap']
5;Good Days;SZA;2980204;28.01.21;['pop', 'r&b', 'pop rap']
6;Save Your Tears;The Weeknd;2852571;28.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
7;BICHOTA;KAROL G;2779620;28.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
8;WITHOUT YOU;The Kid LAROI;2752456;28.01.21;['australian hip hop']
9;positions;Ariana Grande;2741986;28.01.21;['pop', 'post-teen pop', 'dance pop']
10;Bandido;Myke Towers;2704839;28.01.21;['trap latino']
11;Whoopty;CJ;2558567;28.01.21;['nyc rap']
12;Streets;Doja Cat;2519184;28.01.21;['pop', 'dance pop']
13;Dynamite;BTS;2383166;28.01.21;['k-pop boy group', 'k-pop']
14;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2381404;28.01.21;['trap', 'rap', 'pop rap']
15;Anyone;Justin Bieber;2324847;28.01.21;['canadian pop', 'post-teen pop', 'pop']
16;Levitating (feat. DaBaby);Dua Lipa;2301340;28.01.21;['uk pop', 'pop', 'dance pop']
17;Hecha Pa' Mi;Boza;2256269;28.01.21;['reggaeton']
18;34+35;Ariana Grande;2228259;28.01.21;['pop', 'post-teen pop', 'dance pop']
19;LA NOCHE DE ANOCHE;Bad Bunny;2219428;28.01.21;['trap latino', 'reggaeton', 'latin']
20;The Business;Tiësto;2171363;28.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
1;drivers license;Olivia Rodrigo;8616958;29.01.21;['pop']
2;DÁKITI;Bad Bunny;4183176;29.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3438698;29.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3209592;29.01.21;['cali rap']
5;Save Your Tears;The Weeknd;3146330;29.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
